,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
235,-3.039,-1.944,-1.851,-1.531,-1.333,-1.184,-0.858,0.428,0.434,0.66,1.464,-0.38,-0.319,-0.143,-0.122,-0.093,-0.071,-0.046,0.078,0.094,0.159,0.215,-0.443,-0.217,-0.107,-0.084,-0.066,-0.048,-0.034,0.074,0.132,0.345,0.499
236,-4.341,-1.985,-1.582,-1.233,-1.125,-0.716,-0.166,0.492,0.646,1.402,2.021,-0.253,-0.186,-0.145,-0.106,-0.08,-0.057,-0.012,0.05,0.077,0.169,0.252,-0.199,-0.175,-0.129,-0.116,-0.043,-0.032,-0.012,0.051,0.086,0.19,0.518
237,-4.747,-2.182,-1.441,-1.324,-1.145,-0.996,-0.517,0.376,0.477,0.723,1.879,-0.223,-0.144,-0.124,-0.089,-0.048,-0.042,-0.029,0.025,0.044,0.167,0.205,-0.14,-0.12,-0.108,-0.065,-0.04,-0.025,-0.023,0.025,0.093,0.222,0.456
238,-4.421,-2.3,-1.71,-1.307,-1.005,-0.909,-0.371,0.44,0.618,0.856,1.317,-0.368,-0.13,-0.099,-0.083,-0.062,-0.047,-0.025,0.048,0.091,0.101,0.154,-0.471,-0.113,-0.085,-0.06,-0.049,-0.033,-0.011,0.042,0.128,0.204,0.281
239,-5.05,-4.753,-1.529,-1.193,-1.039,-0.892,-0.804,-0.601,0.281,0.511,1.393,-0.122,-0.098,-0.097,-0.078,-0.063,-0.052,-0.039,-0.028,0.046,0.075,0.162,-0.116,-0.095,-0.061,-0.052,-0.045,-0.034,-0.021,-0.019,0.106,0.168,0.219
240,-2.204,-1.908,-1.52,-1.419,-1.338,-1.098,-0.904,0.433,0.561,0.661,1.613,-0.292,-0.117,-0.106,-0.074,-0.033,-0.027,-0.014,0.016,0.037,0.087,0.143,-0.133,-0.087,-0.064,-0.05,-0.034,-0.018,-0.011,0.018,0.065,0.109,0.258
241,-3.594,-1.755,-1.6,-1.301,-1.117,-0.925,-0.754,0.458,0.548,0.718,2.346,-0.233,-0.12,-0.105,-0.092,-0.051,-0.039,-0.026,0.032,0.071,0.125,0.528,-0.143,-0.126,-0.081,-0.065,-0.049,-0.027,-0.019,0.05,0.108,0.165,0.266
242,-4.318,-2.768,-1.772,-1.402,-1.144,-1.016,-0.634,-0.212,0.47,0.717,2.444,-0.279,-0.158,-0.119,-0.093,-0.083,-0.068,-0.053,0.004,0.091,0.116,0.139,-0.242,-0.173,-0.127,-0.089,-0.063,-0.038,-0.022,0.01,0.099,0.229,0.338
243,-3.647,-2.375,-1.288,-1.195,-0.956,-0.807,-0.52,0.378,0.543,0.697,2.088,-0.167,-0.138,-0.1,-0.063,-0.048,-0.044,-0.037,0.029,0.039,0.046,0.168,-0.17,-0.133,-0.096,-0.077,-0.052,-0.039,-0.021,0.031,0.048,0.085,0.309
244,-4.273,-2.645,-2.303,-1.278,-0.949,-0.767,-0.754,-0.708,0.115,0.451,1.356,-0.422,-0.324,-0.242,-0.215,-0.12,-0.08,-0.078,-0.065,0.035,0.075,0.248,-0.503,-0.178,-0.136,-0.117,-0.11,-0.094,-0.073,-0.056,0.081,0.177,0.252
245,-2.672,-2.407,-2.143,-1.442,-1.282,-1.102,0.013,0.501,0.64,0.792,1.217,-0.369,-0.238,-0.211,-0.195,-0.169,-0.121,0.016,0.115,0.171,0.199,0.228,-0.461,-0.166,-0.152,-0.135,-0.115,-0.045,0.028,0.15,0.232,0.378,0.674
246,-5.239,-1.875,-1.469,-1.189,-0.997,-0.387,0.285,0.456,0.649,0.789,2.605,-0.236,-0.18,-0.134,-0.106,-0.086,-0.047,0.062,0.09,0.11,0.128,0.269,-0.298,-0.205,-0.131,-0.087,-0.051,-0.02,0.076,0.107,0.163,0.314,0.46
247,-3.323,-3.13,-1.965,-1.6,-1.305,-1.256,-0.958,-0.661,-0.33,0.586,0.664,-0.413,-0.242,-0.163,-0.139,-0.093,-0.075,-0.068,-0.06,-0.044,0.101,0.315,-0.264,-0.199,-0.128,-0.094,-0.091,-0.081,-0.063,-0.045,-0.021,0.168,0.474
248,-2.949,-1.741,-1.56,-1.368,-1.112,-0.842,-0.554,0.093,0.632,0.898,2.185,-0.289,-0.196,-0.164,-0.128,-0.067,-0.048,-0.038,0.009,0.074,0.1,0.338,-0.46,-0.158,-0.124,-0.097,-0.073,-0.046,-0.026,0.008,0.071,0.2,0.569
249,-2.55,-1.76,-1.63,-1.462,-1.248,-1.186,-0.943,0.425,0.519,0.559,0.625,-0.406,-0.154,-0.123,-0.097,-0.09,-0.062,-0.059,0.094,0.12,0.146,0.197,-0.752,-0.128,-0.08,-0.07,-0.059,-0.052,-0.045,0.157,0.22,0.272,0.39
250,-2.368,-1.5,-1.343,-1.157,-1.002,-0.031,0.493,0.576,0.656,1.0,2.268,-0.295,-0.116,-0.085,-0.062,-0.054,0.009,0.071,0.091,0.12,0.133,0.224,-0.329,-0.117,-0.071,-0.05,-0.037,0.016,0.074,0.126,0.171,0.188,0.423
251,-2.936,-1.462,-1.316,-1.246,-1.151,-0.622,0.323,0.5,0.536,0.635,1.077,-0.312,-0.142,-0.104,-0.082,-0.068,-0.045,0.072,0.096,0.108,0.121,0.141,-0.494,-0.111,-0.085,-0.068,-0.052,-0.036,0.129,0.138,0.165,0.246,0.394
252,-1.789,-1.538,-1.458,-1.389,-1.297,-1.038,-0.922,-0.603,-0.414,0.719,0.779,-0.453,-0.182,-0.161,-0.152,-0.139,-0.116,-0.09,-0.059,-0.053,0.088,0.111,-0.475,-0.438,-0.166,-0.109,-0.102,-0.09,-0.078,-0.042,-0.04,0.114,0.165
253,-3.802,-2.125,-1.788,-1.499,-1.272,-0.928,-0.876,-0.67,-0.49,0.518,1.17,-0.312,-0.272,-0.252,-0.245,-0.177,-0.16,-0.156,-0.123,-0.099,0.098,0.286,-0.667,-0.313,-0.192,-0.189,-0.165,-0.111,-0.09,-0.076,-0.065,0.147,0.545
254,-2.035,-1.723,-1.322,-1.26,-1.143,-0.917,-0.715,0.335,0.632,0.735,1.317,-0.408,-0.186,-0.15,-0.115,-0.104,-0.064,-0.05,0.024,0.066,0.184,0.318,-0.38,-0.197,-0.144,-0.13,-0.086,-0.058,-0.035,0.036,0.088,0.263,0.385
255,-2.423,-1.96,-1.401,-1.301,-1.233,-1.057,-0.987,-0.483,0.389,0.948,1.388,-0.383,-0.307,-0.267,-0.195,-0.108,-0.089,-0.073,-0.012,0.084,0.125,0.182,-0.303,-0.241,-0.202,-0.124,-0.108,-0.074,-0.045,-0.005,0.066,0.195,0.605
256,-3.546,-2.824,-1.663,-1.277,-0.897,-0.833,-0.743,0.211,0.501,1.242,1.761,-0.333,-0.284,-0.243,-0.219,-0.104,-0.084,-0.072,0.052,0.115,0.24,0.356,-0.463,-0.172,-0.145,-0.107,-0.092,-0.075,-0.058,0.115,0.157,0.204,0.451
257,-3.106,-2.892,-1.7,-1.377,-0.896,-0.796,-0.675,0.22,0.491,0.999,1.732,-0.393,-0.245,-0.174,-0.162,-0.093,-0.084,-0.066,0.046,0.082,0.15,0.336,-0.23,-0.159,-0.124,-0.097,-0.092,-0.075,-0.057,0.084,0.131,0.171,0.431
258,-4.86,-2.726,-2.33,-1.853,-1.471,-1.156,-0.818,0.017,0.598,0.693,0.938,-0.538,-0.321,-0.286,-0.22,-0.187,-0.147,-0.122,0.024,0.218,0.249,0.279,-0.627,-0.203,-0.167,-0.109,-0.107,-0.101,-0.072,0.057,0.31,0.392,0.568
259,-2.405,-2.143,-1.83,-1.545,-1.069,-0.967,-0.414,0.589,0.728,0.96,3.296,-0.465,-0.277,-0.197,-0.14,-0.123,-0.119,-0.069,0.116,0.143,0.183,0.432,-0.748,-0.284,-0.167,-0.12,-0.079,-0.061,-0.033,0.06,0.186,0.297,0.501
260,-1.93,-1.869,-1.735,-1.585,-1.45,-1.138,-0.816,0.144,0.582,0.591,1.522,-0.742,-0.405,-0.303,-0.286,-0.277,-0.192,-0.11,0.041,0.242,0.291,0.301,-0.51,-0.378,-0.322,-0.201,-0.151,-0.11,-0.071,0.028,0.389,0.506,0.532
261,-4.555,-2.696,-2.176,-1.599,-1.329,-1.14,-0.669,0.08,0.435,0.55,1.153,-0.299,-0.175,-0.135,-0.11,-0.066,-0.062,-0.04,0.027,0.102,0.151,0.185,-0.36,-0.217,-0.11,-0.071,-0.05,-0.036,-0.013,0.038,0.169,0.366,0.438
262,-2.881,-1.816,-1.454,-1.247,-1.038,-0.625,-0.024,0.448,0.524,1.116,1.471,-0.208,-0.13,-0.108,-0.072,-0.056,-0.04,0.003,0.066,0.083,0.133,0.141,-0.458,-0.145,-0.074,-0.059,-0.049,-0.022,0.006,0.061,0.141,0.279,0.304
263,-2.673,-1.598,-1.498,-1.11,-0.597,-0.424,0.552,0.718,0.891,1.14,1.601,-0.241,-0.182,-0.115,-0.095,-0.077,-0.042,0.059,0.088,0.105,0.114,0.165,-0.377,-0.253,-0.13,-0.081,-0.046,-0.02,0.056,0.086,0.101,0.203,0.293
264,-3.213,-2.132,-1.421,-1.063,-1.036,-0.943,-0.511,0.401,0.621,0.885,1.11,-0.381,-0.281,-0.152,-0.122,-0.105,-0.082,-0.048,0.054,0.108,0.183,0.244,-0.351,-0.251,-0.162,-0.115,-0.093,-0.049,-0.037,0.087,0.136,0.182,0.5
265,-2.895,-1.853,-1.537,-1.39,-1.164,-0.798,-0.494,0.28,0.559,0.687,0.841,-0.34,-0.265,-0.206,-0.156,-0.13,-0.107,-0.063,0.098,0.132,0.16,0.219,-0.747,-0.284,-0.193,-0.127,-0.107,-0.083,-0.03,0.121,0.203,0.257,0.625
266,-2.641,-2.467,-1.861,-1.503,-1.307,-0.779,-0.656,0.422,0.569,0.88,1.767,-0.405,-0.225,-0.184,-0.147,-0.117,-0.097,-0.046,0.077,0.106,0.156,0.206,-0.408,-0.184,-0.15,-0.106,-0.084,-0.054,-0.021,0.054,0.162,0.281,0.634
267,-2.917,-1.924,-1.21,-1.066,-0.963,-0.736,0.384,0.475,0.687,0.935,2.623,-0.186,-0.152,-0.135,-0.097,-0.076,-0.052,0.057,0.102,0.127,0.164,0.267,-0.16,-0.131,-0.108,-0.079,-0.066,-0.031,0.048,0.097,0.198,0.27,0.473
268,-2.868,-1.833,-1.636,-1.373,-1.309,-1.019,-0.858,0.537,0.549,0.77,1.677,-0.234,-0.184,-0.116,-0.102,-0.088,-0.058,-0.046,0.124,0.168,0.192,0.287,-0.21,-0.125,-0.088,-0.077,-0.072,-0.035,-0.018,0.16,0.213,0.35,0.608
269,-2.66,-2.026,-1.576,-1.232,-1.119,-0.942,-0.618,0.495,0.519,0.632,1.332,-0.17,-0.131,-0.112,-0.099,-0.092,-0.076,-0.04,0.071,0.165,0.209,0.261,-0.227,-0.132,-0.092,-0.066,-0.063,-0.046,-0.02,0.071,0.309,0.401,0.777
270,-4.689,-4.081,-2.614,-1.348,-1.046,-0.729,-0.426,0.407,0.433,0.85,1.328,-0.143,-0.127,-0.119,-0.088,-0.062,-0.047,-0.039,0.059,0.072,0.098,0.23,-0.382,-0.111,-0.068,-0.04,-0.03,-0.029,-0.022,0.053,0.124,0.179,0.558
271,-3.46,-2.093,-1.981,-1.552,-1.301,-1.034,-0.776,-0.288,0.498,0.539,2.062,-0.298,-0.174,-0.12,-0.1,-0.086,-0.056,-0.048,-0.027,0.097,0.131,0.172,-0.618,-0.111,-0.087,-0.077,-0.057,-0.046,-0.029,-0.01,0.085,0.243,0.555
272,-1.628,-1.414,-1.198,-0.758,-0.68,-0.339,0.469,0.575,0.739,1.003,2.104,-0.168,-0.094,-0.071,-0.048,-0.036,-0.016,0.035,0.049,0.059,0.095,0.117,-0.32,-0.102,-0.075,-0.055,-0.03,-0.022,0.039,0.053,0.067,0.114,0.311
273,-3.161,-2.603,-2.229,-1.824,-1.39,-0.995,-0.968,0.04,0.573,0.929,1.426,-0.448,-0.311,-0.223,-0.185,-0.168,-0.137,-0.109,0.054,0.194,0.295,0.372,-0.576,-0.259,-0.19,-0.142,-0.097,-0.063,-0.046,0.062,0.241,0.384,0.883
274,-6.114,-3.224,-2.33,-1.683,-1.475,-0.954,-0.519,0.412,0.655,0.791,1.564,-0.351,-0.266,-0.182,-0.112,-0.092,-0.071,-0.036,0.075,0.124,0.146,0.273,-0.292,-0.173,-0.103,-0.064,-0.039,-0.031,-0.025,0.078,0.151,0.321,0.644
275,-10.835,-2.854,-1.32,-0.951,-0.865,-0.702,-0.097,0.375,0.586,0.72,1.816,-0.416,-0.151,-0.118,-0.092,-0.075,-0.054,-0.003,0.057,0.08,0.111,0.184,-0.329,-0.146,-0.075,-0.065,-0.048,-0.038,-0.008,0.104,0.113,0.17,0.454
276,-4.213,-2.351,-2.07,-1.295,-1.096,-0.904,-0.624,0.352,0.538,0.713,0.88,-0.431,-0.308,-0.251,-0.218,-0.134,-0.091,-0.081,0.047,0.069,0.079,0.088,-0.308,-0.18,-0.17,-0.145,-0.109,-0.101,-0.059,0.07,0.097,0.12,0.275
277,-2.741,-2.069,-1.702,-1.57,-1.321,-1.247,-1.1,0.424,0.524,0.853,1.421,-0.439,-0.235,-0.206,-0.169,-0.145,-0.112,-0.051,0.077,0.088,0.189,0.242,-0.468,-0.188,-0.132,-0.124,-0.101,-0.085,-0.032,0.062,0.097,0.361,0.567
278,-3.149,-2.449,-2.406,-1.658,-1.399,-1.168,-1.031,-0.281,0.516,0.695,1.41,-0.29,-0.223,-0.183,-0.174,-0.165,-0.139,-0.125,-0.055,0.116,0.188,0.21,-0.79,-0.174,-0.148,-0.121,-0.102,-0.084,-0.062,-0.022,0.178,0.211,0.439
279,-2.846,-1.626,-1.114,-0.883,-0.442,0.028,0.501,0.744,0.91,1.079,2.192,-0.247,-0.106,-0.08,-0.071,-0.066,0.007,0.051,0.066,0.096,0.151,0.219,-0.319,-0.203,-0.1,-0.067,-0.036,0.014,0.06,0.071,0.143,0.209,0.267
280,-3.12,-2.629,-1.761,-1.468,-1.248,-0.646,0.401,0.682,0.79,0.93,1.481,-0.352,-0.161,-0.124,-0.095,-0.081,-0.06,0.075,0.126,0.159,0.189,0.272,-0.308,-0.132,-0.089,-0.052,-0.048,-0.033,0.06,0.173,0.255,0.268,0.625
281,-3.13,-2.157,-1.522,-1.357,-0.999,-0.095,0.488,0.71,0.823,0.966,1.809,-0.285,-0.173,-0.135,-0.106,-0.063,-0.008,0.093,0.14,0.188,0.223,0.282,-0.294,-0.166,-0.081,-0.062,-0.04,-0.0,0.121,0.194,0.222,0.357,0.772
282,-3.892,-3.173,-2.202,-1.333,-1.09,-1.028,-0.934,-0.25,0.366,0.548,0.823,-0.364,-0.269,-0.242,-0.231,-0.11,-0.082,-0.069,-0.03,0.044,0.131,0.198,-0.217,-0.212,-0.143,-0.1,-0.077,-0.075,-0.058,-0.022,0.083,0.324,0.507
283,-5.109,-2.006,-1.415,-1.334,-1.127,-0.892,-0.313,0.374,0.535,0.947,3.427,-0.266,-0.217,-0.14,-0.098,-0.077,-0.056,-0.031,0.062,0.099,0.129,0.311,-0.594,-0.171,-0.126,-0.083,-0.064,-0.04,-0.019,0.084,0.138,0.201,0.291
284,-4.148,-2.844,-1.584,-1.434,-1.097,-0.917,-0.546,0.249,0.681,0.806,2.165,-0.302,-0.194,-0.16,-0.073,-0.067,-0.055,-0.041,0.03,0.062,0.097,0.347,-0.262,-0.165,-0.08,-0.075,-0.064,-0.046,-0.037,0.018,0.097,0.14,0.372
285,-4.853,-2.589,-1.461,-1.223,-1.061,-0.533,0.233,0.462,0.673,0.864,2.98,-0.154,-0.096,-0.077,-0.051,-0.048,-0.04,0.024,0.058,0.076,0.094,0.118,-0.234,-0.136,-0.073,-0.047,-0.027,-0.018,0.021,0.069,0.089,0.149,0.274
286,-4.654,-4.04,-3.044,-1.965,-1.559,-0.938,-0.747,-0.499,-0.275,0.301,0.522,-0.133,-0.129,-0.115,-0.098,-0.076,-0.056,-0.046,-0.045,-0.027,0.089,0.096,-0.356,-0.159,-0.102,-0.049,-0.036,-0.032,-0.028,-0.024,-0.012,0.187,0.349
287,-7.816,-3.251,-2.067,-0.996,-0.872,-0.659,-0.174,0.327,0.473,0.75,2.328,-0.387,-0.136,-0.113,-0.074,-0.061,-0.041,-0.011,0.043,0.059,0.093,0.157,-0.238,-0.126,-0.088,-0.054,-0.041,-0.031,-0.004,0.067,0.105,0.184,0.367
288,-2.036,-1.51,-1.479,-1.08,-0.824,-0.674,0.43,0.524,0.679,1.32,2.381,-0.37,-0.319,-0.288,-0.117,-0.077,-0.042,0.058,0.11,0.166,0.268,0.414,-0.363,-0.201,-0.183,-0.141,-0.068,-0.048,0.088,0.114,0.159,0.276,0.631
289,-3.707,-1.99,-1.617,-1.437,-1.185,-0.839,-0.186,0.383,0.548,0.861,1.281,-0.19,-0.182,-0.149,-0.101,-0.067,-0.037,-0.001,0.059,0.125,0.141,0.172,-0.22,-0.164,-0.118,-0.054,-0.034,-0.023,0.003,0.067,0.132,0.336,0.489
290,-2.819,-1.57,-1.419,-1.216,-0.979,0.499,0.634,0.667,0.909,1.072,1.918,-0.297,-0.29,-0.168,-0.154,-0.06,0.079,0.095,0.138,0.152,0.29,0.337,-0.334,-0.144,-0.115,-0.106,-0.061,0.087,0.119,0.143,0.25,0.292,0.435
291,-2.139,-1.785,-1.424,-1.281,-1.068,-0.805,-0.543,0.412,0.622,1.044,3.379,-0.542,-0.223,-0.212,-0.065,-0.059,-0.054,-0.039,0.069,0.1,0.136,0.365,-0.355,-0.186,-0.108,-0.099,-0.051,-0.043,-0.027,0.066,0.173,0.211,0.397
292,-3.273,-2.275,-1.784,-1.235,-1.162,-0.564,0.323,0.539,0.695,1.212,1.545,-0.26,-0.21,-0.192,-0.158,-0.089,-0.067,0.052,0.122,0.159,0.211,0.253,-0.357,-0.175,-0.148,-0.109,-0.057,-0.04,0.059,0.126,0.186,0.304,0.435
293,-2.297,-1.495,-1.264,-1.193,-0.765,-0.008,0.398,0.547,0.712,0.789,1.178,-0.347,-0.131,-0.105,-0.076,-0.05,-0.007,0.07,0.085,0.09,0.112,0.117,-0.421,-0.127,-0.089,-0.07,-0.047,-0.008,0.089,0.13,0.163,0.216,0.461
294,-2.587,-1.709,-1.419,-1.321,-1.118,-0.998,-0.876,-0.743,0.279,0.344,1.542,-0.327,-0.161,-0.142,-0.122,-0.117,-0.101,-0.089,-0.067,0.026,0.143,0.174,-0.194,-0.136,-0.125,-0.113,-0.109,-0.086,-0.063,-0.052,0.017,0.456,0.52
295,-4.318,-2.385,-1.817,-1.531,-1.304,-0.748,-0.455,0.33,0.459,0.942,1.434,-0.356,-0.172,-0.128,-0.119,-0.102,-0.076,-0.026,0.084,0.097,0.155,0.171,-0.321,-0.14,-0.111,-0.082,-0.069,-0.036,-0.005,0.06,0.168,0.43,0.564
296,-3.138,-2.639,-1.61,-1.107,-0.953,-0.846,0.361,0.43,0.526,0.938,1.452,-0.203,-0.151,-0.121,-0.091,-0.064,-0.033,0.069,0.108,0.118,0.153,0.224,-0.228,-0.118,-0.076,-0.05,-0.038,-0.019,0.073,0.163,0.217,0.309,0.516
297,-1.519,-1.052,-0.929,-0.881,-0.616,-0.456,0.486,0.688,0.857,1.598,2.189,-0.176,-0.169,-0.15,-0.122,-0.1,-0.066,0.112,0.135,0.154,0.159,0.191,-0.375,-0.254,-0.175,-0.13,-0.081,-0.059,0.071,0.12,0.172,0.275,0.435
298,-3.725,-2.347,-1.503,-1.159,-1.042,-0.823,0.159,0.562,0.607,0.71,0.851,-0.425,-0.157,-0.137,-0.113,-0.098,-0.079,0.07,0.118,0.15,0.175,0.245,-0.517,-0.155,-0.093,-0.075,-0.069,-0.035,0.094,0.197,0.244,0.307,0.463
299,-2.659,-2.013,-1.673,-1.623,-1.349,-1.023,-0.383,0.474,0.581,0.67,0.885,-0.291,-0.156,-0.113,-0.09,-0.074,-0.067,-0.008,0.131,0.154,0.191,0.266,-0.242,-0.156,-0.079,-0.059,-0.052,-0.041,0.021,0.249,0.264,0.273,1.039
300,-2.803,-2.175,-1.63,-1.083,-0.827,-0.606,-0.032,0.515,0.791,0.988,1.273,-0.258,-0.184,-0.121,-0.095,-0.087,-0.075,-0.004,0.084,0.107,0.129,0.234,-0.375,-0.18,-0.101,-0.088,-0.069,-0.056,0.0,0.103,0.135,0.23,0.285
301,-2.442,-1.947,-1.574,-1.32,-1.18,-0.798,0.449,0.629,0.791,0.923,1.06,-0.273,-0.203,-0.161,-0.11,-0.08,-0.051,0.054,0.071,0.118,0.185,0.241,-0.838,-0.158,-0.104,-0.072,-0.052,-0.039,0.067,0.128,0.178,0.228,0.295
302,-2.543,-2.022,-1.588,-1.38,-1.142,-0.571,0.487,0.658,0.835,0.964,1.084,-0.267,-0.172,-0.145,-0.097,-0.079,-0.04,0.048,0.074,0.107,0.163,0.239,-0.784,-0.132,-0.097,-0.061,-0.043,-0.029,0.058,0.112,0.161,0.222,0.3
303,-3.738,-2.429,-1.451,-1.127,-1.001,-0.965,-0.792,-0.051,0.569,0.635,2.915,-0.39,-0.28,-0.205,-0.155,-0.12,-0.108,-0.097,0.015,0.158,0.193,0.444,-0.351,-0.278,-0.183,-0.134,-0.085,-0.065,-0.043,0.044,0.152,0.265,0.429
304,-4.22,-1.515,-1.348,-1.056,-1.004,-0.945,-0.051,0.562,0.64,1.227,2.154,-0.302,-0.222,-0.131,-0.104,-0.098,-0.089,0.02,0.141,0.195,0.214,0.419,-0.267,-0.163,-0.109,-0.101,-0.087,-0.034,0.047,0.121,0.227,0.303,0.4
305,-3.721,-1.405,-1.259,-1.022,-0.974,0.536,0.603,0.629,0.689,1.367,2.41,-0.185,-0.127,-0.099,-0.068,-0.034,0.024,0.079,0.127,0.142,0.187,0.473,-0.138,-0.089,-0.074,-0.042,-0.03,0.039,0.115,0.171,0.187,0.207,0.26
306,-4.529,-2.083,-1.719,-1.614,-1.229,-0.963,-0.503,0.352,0.442,1.062,1.187,-0.382,-0.169,-0.151,-0.135,-0.104,-0.07,-0.035,0.057,0.102,0.205,0.25,-0.468,-0.109,-0.107,-0.092,-0.085,-0.04,-0.024,0.055,0.166,0.354,0.662
307,-2.918,-2.283,-1.83,-1.39,-1.144,-0.771,0.366,0.508,0.628,1.064,1.971,-0.269,-0.226,-0.157,-0.149,-0.108,-0.083,0.081,0.173,0.2,0.224,0.291,-0.416,-0.152,-0.117,-0.082,-0.069,-0.045,0.052,0.216,0.289,0.391,0.871
308,-5.318,-2.749,-1.455,-1.23,-0.859,-0.351,0.376,0.469,0.693,0.971,2.155,-0.171,-0.126,-0.091,-0.071,-0.061,-0.047,0.057,0.071,0.112,0.12,0.145,-0.32,-0.104,-0.064,-0.042,-0.031,-0.024,0.057,0.083,0.182,0.294,0.368
309,-4.15,-1.357,-1.236,-1.095,-0.825,-0.133,0.513,0.604,1.02,1.394,5.29,-0.582,-0.371,-0.306,-0.243,-0.183,0.027,0.241,0.249,0.29,0.431,0.609,-0.425,-0.311,-0.25,-0.23,-0.154,0.01,0.138,0.24,0.399,0.514,0.963
310,-5.128,-3.235,-2.555,-1.156,-0.906,-0.724,-0.371,0.55,0.837,1.034,1.427,-0.484,-0.285,-0.202,-0.145,-0.111,-0.07,-0.0,0.172,0.223,0.276,0.303,-0.484,-0.278,-0.195,-0.123,-0.06,-0.028,0.017,0.175,0.201,0.462,0.676
311,-2.361,-1.926,-1.332,-1.157,-0.921,-0.211,0.449,0.699,1.057,1.474,2.325,-0.459,-0.272,-0.233,-0.178,-0.118,-0.013,0.165,0.176,0.244,0.322,0.485,-0.3,-0.218,-0.198,-0.172,-0.077,0.002,0.129,0.185,0.37,0.491,0.693
312,-2.806,-1.925,-1.325,-1.213,-0.968,-0.555,0.555,0.666,0.834,1.442,2.189,-0.559,-0.241,-0.164,-0.103,-0.079,-0.061,0.06,0.072,0.078,0.102,0.307,-0.369,-0.257,-0.14,-0.087,-0.064,-0.04,0.042,0.07,0.132,0.14,0.327
313,-3.575,-1.768,-1.319,-1.045,-0.834,-0.801,0.469,1.006,2.506,3.095,3.599,-0.538,-0.348,-0.123,-0.114,-0.104,-0.059,0.087,0.102,0.187,0.398,0.549,-0.266,-0.183,-0.131,-0.091,-0.076,-0.069,0.052,0.084,0.155,0.191,0.235
314,-3.977,-1.647,-1.339,-0.839,-0.581,-0.349,0.401,0.666,1.44,1.875,3.071,-0.348,-0.218,-0.145,-0.094,-0.083,-0.059,0.073,0.082,0.121,0.145,0.292,-0.264,-0.211,-0.12,-0.108,-0.093,-0.055,0.057,0.087,0.12,0.174,0.431
315,-2.612,-1.74,-1.63,-1.581,-1.411,-1.025,-0.858,-0.362,0.658,0.684,0.848,-0.446,-0.343,-0.198,-0.137,-0.113,-0.098,-0.082,-0.028,0.101,0.13,0.17,-0.518,-0.364,-0.217,-0.125,-0.082,-0.069,-0.045,-0.025,0.168,0.192,0.258
316,-3.429,-3.001,-2.771,-2.074,-1.695,-1.542,-1.133,-0.492,0.31,0.601,0.678,-0.454,-0.166,-0.126,-0.117,-0.104,-0.077,-0.075,-0.058,0.028,0.132,0.215,-0.474,-0.194,-0.09,-0.075,-0.053,-0.044,-0.037,-0.021,0.053,0.221,0.432
317,-3.134,-3.06,-2.182,-1.627,-1.525,-0.934,-0.731,-0.147,0.596,0.814,1.483,-0.216,-0.183,-0.174,-0.137,-0.118,-0.101,-0.095,-0.023,0.088,0.161,0.192,-0.37,-0.237,-0.126,-0.084,-0.075,-0.06,-0.043,-0.001,0.074,0.263,0.388
318,-3.407,-2.748,-1.922,-1.309,-1.012,-0.863,-0.692,0.243,1.017,1.343,1.57,-0.74,-0.715,-0.672,-0.562,-0.392,-0.226,-0.114,0.098,0.331,0.552,0.773,-1.092,-0.818,-0.723,-0.54,-0.252,-0.088,-0.038,0.093,0.3,0.513,0.593
319,-7.491,-3.082,-2.305,-2.19,-0.784,-0.723,-0.553,0.309,0.723,0.972,1.112,-0.377,-0.243,-0.234,-0.179,-0.154,-0.089,-0.047,0.103,0.194,0.253,0.372,-0.44,-0.323,-0.197,-0.078,-0.05,-0.029,-0.022,0.106,0.175,0.349,1.204
320,-2.899,-2.494,-1.301,-1.065,-0.827,-0.019,0.67,0.995,1.258,1.924,2.355,-0.384,-0.266,-0.222,-0.165,-0.107,0.003,0.151,0.208,0.223,0.308,0.493,-0.46,-0.271,-0.215,-0.136,-0.049,0.008,0.153,0.176,0.198,0.26,0.603
321,-2.127,-1.864,-1.75,-1.584,-1.29,-1.001,0.14,0.591,0.667,0.766,0.995,-0.235,-0.195,-0.121,-0.119,-0.077,-0.049,0.033,0.107,0.152,0.184,0.225,-0.88,-0.146,-0.082,-0.063,-0.043,-0.038,0.065,0.149,0.202,0.291,0.411
322,-4.276,-2.432,-1.933,-1.634,-1.532,-1.31,-0.771,0.45,0.57,0.651,0.727,-0.325,-0.237,-0.181,-0.141,-0.11,-0.105,-0.069,0.087,0.151,0.173,0.222,-0.76,-0.142,-0.099,-0.085,-0.072,-0.048,-0.038,0.133,0.24,0.291,0.407
323,-2.583,-1.975,-1.725,-1.221,-1.085,-0.735,0.529,0.568,0.723,0.781,0.974,-0.335,-0.217,-0.123,-0.111,-0.109,-0.079,0.104,0.136,0.172,0.224,0.383,-0.439,-0.175,-0.103,-0.072,-0.057,-0.044,0.147,0.168,0.256,0.407,0.528
