,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
324,-3.105,-2.259,-1.773,-1.517,-1.211,-0.972,-0.96,0.478,0.674,0.856,1.601,-0.603,-0.374,-0.342,-0.288,-0.157,-0.145,-0.098,0.326,0.366,0.421,0.544,-0.402,-0.383,-0.305,-0.16,-0.114,-0.086,-0.038,0.244,0.505,0.661,0.832
325,-1.833,-1.689,-1.161,-1.139,-1.056,-0.074,0.421,0.513,0.68,0.724,1.768,-0.243,-0.12,-0.095,-0.079,-0.049,0.006,0.099,0.115,0.132,0.161,0.221,-0.299,-0.129,-0.082,-0.058,-0.027,0.015,0.125,0.164,0.184,0.318,0.744
326,-3.401,-2.572,-1.408,-1.251,-0.941,-0.486,0.502,0.801,1.341,1.513,1.67,-0.297,-0.267,-0.205,-0.12,-0.099,-0.068,0.152,0.163,0.185,0.257,0.286,-0.524,-0.217,-0.191,-0.109,-0.035,-0.022,0.092,0.125,0.186,0.353,0.548
327,-2.62,-2.282,-1.45,-1.287,-0.949,-0.575,0.36,0.53,0.61,1.162,1.952,-0.388,-0.181,-0.125,-0.095,-0.064,-0.041,0.119,0.136,0.151,0.338,0.369,-0.419,-0.203,-0.147,-0.053,-0.051,-0.023,0.171,0.192,0.199,0.328,0.783
328,-2.523,-2.094,-1.924,-1.395,-0.999,-0.49,0.536,0.599,1.049,1.362,2.322,-0.325,-0.307,-0.263,-0.187,-0.169,-0.09,0.169,0.186,0.228,0.301,0.541,-0.627,-0.278,-0.151,-0.13,-0.093,-0.036,0.117,0.173,0.26,0.43,0.94
329,-3.468,-2.372,-1.974,-1.579,-1.283,-0.86,-0.676,0.505,0.695,1.041,1.755,-0.218,-0.202,-0.188,-0.16,-0.144,-0.114,-0.069,0.14,0.217,0.247,0.262,-0.307,-0.212,-0.132,-0.12,-0.086,-0.048,-0.029,0.125,0.22,0.314,0.506
330,-17.383,-4.374,-2.869,-1.194,-1.008,-0.87,-0.546,-0.305,0.348,0.474,0.75,-0.418,-0.373,-0.223,-0.14,-0.101,-0.085,-0.064,-0.019,0.118,0.138,0.158,-0.29,-0.187,-0.146,-0.097,-0.076,-0.068,-0.039,0.001,0.22,0.368,0.482
331,-3.299,-2.385,-1.882,-1.475,-1.094,-0.765,-0.412,0.331,0.552,0.655,0.815,-0.334,-0.14,-0.127,-0.121,-0.073,-0.062,-0.05,0.078,0.096,0.131,0.145,-0.381,-0.284,-0.142,-0.074,-0.046,-0.032,-0.019,0.105,0.148,0.238,0.468
332,-2.184,-1.871,-1.511,-1.293,-1.123,-0.853,-0.425,0.279,0.445,0.522,1.362,-0.339,-0.119,-0.083,-0.066,-0.053,-0.04,-0.023,0.043,0.088,0.105,0.113,-0.36,-0.221,-0.089,-0.051,-0.039,-0.033,-0.013,0.056,0.15,0.221,0.418
333,-2.558,-1.719,-1.636,-1.468,-1.202,-0.923,-0.802,-0.596,0.406,0.879,1.503,-0.308,-0.241,-0.214,-0.179,-0.145,-0.134,-0.114,-0.092,0.132,0.203,0.285,-0.409,-0.262,-0.188,-0.161,-0.126,-0.098,-0.063,-0.043,0.108,0.241,0.721
334,-2.203,-1.937,-1.707,-1.488,-1.376,-1.225,-1.092,-0.698,0.117,0.497,0.756,-0.298,-0.236,-0.185,-0.158,-0.144,-0.114,-0.095,-0.07,0.092,0.208,0.387,-0.496,-0.253,-0.173,-0.11,-0.09,-0.071,-0.065,-0.056,0.15,0.387,0.839
335,-3.471,-2.374,-2.205,-1.601,-1.339,-1.254,-1.065,-0.74,-0.509,0.457,0.646,-0.336,-0.213,-0.183,-0.141,-0.112,-0.102,-0.075,-0.064,-0.045,0.231,0.313,-0.468,-0.223,-0.183,-0.092,-0.089,-0.066,-0.037,-0.029,-0.013,0.485,0.787
336,-2.209,-1.814,-1.527,-1.344,-1.154,-1.038,-0.897,-0.69,0.343,0.618,1.717,-0.355,-0.197,-0.082,-0.052,-0.049,-0.04,-0.032,-0.013,0.066,0.301,0.444,-0.243,-0.187,-0.084,-0.052,-0.044,-0.034,-0.03,-0.007,0.172,0.203,0.831
337,-2.003,-1.757,-1.64,-1.087,-0.722,-0.609,-0.485,-0.064,0.579,0.678,0.974,-0.08,-0.054,-0.047,-0.044,-0.039,-0.034,-0.028,-0.006,0.059,0.165,0.286,-0.153,-0.086,-0.07,-0.055,-0.036,-0.024,-0.019,0.008,0.082,0.184,0.443
338,-1.811,-1.628,-1.543,-1.409,-1.298,-1.065,-0.492,0.395,0.653,0.821,0.858,-0.3,-0.266,-0.199,-0.143,-0.126,-0.114,-0.069,0.062,0.097,0.123,0.155,-0.453,-0.191,-0.18,-0.142,-0.111,-0.074,-0.052,0.082,0.142,0.19,0.433
339,-5.607,-2.099,-1.576,-1.412,-1.282,-1.129,-1.086,0.485,0.668,0.774,2.49,-0.334,-0.236,-0.171,-0.158,-0.141,-0.08,-0.05,0.061,0.108,0.145,0.197,-0.409,-0.235,-0.183,-0.1,-0.069,-0.052,-0.026,0.043,0.116,0.171,0.352
340,-3.072,-2.756,-2.196,-1.923,-1.304,-1.065,-0.302,0.399,0.546,0.76,1.521,-0.392,-0.284,-0.175,-0.165,-0.143,-0.112,-0.087,0.078,0.146,0.157,0.187,-0.499,-0.222,-0.145,-0.116,-0.084,-0.068,-0.044,0.102,0.16,0.28,0.381
341,-5.345,-2.688,-1.915,-1.512,-1.096,-0.647,-0.1,0.572,0.627,0.968,2.117,-0.169,-0.148,-0.125,-0.117,-0.1,-0.058,-0.003,0.08,0.098,0.128,0.177,-0.347,-0.214,-0.093,-0.067,-0.044,-0.025,0.002,0.079,0.163,0.193,0.493
342,-3.904,-2.687,-1.867,-1.467,-1.232,-0.702,0.401,0.572,0.666,0.864,2.237,-0.39,-0.234,-0.148,-0.09,-0.067,-0.052,0.084,0.098,0.109,0.163,0.284,-0.341,-0.177,-0.093,-0.074,-0.04,-0.016,0.066,0.124,0.167,0.266,0.521
343,-5.296,-2.903,-2.097,-1.682,-1.408,-0.972,-0.511,0.247,0.499,0.799,1.789,-0.272,-0.218,-0.172,-0.144,-0.129,-0.118,-0.088,0.058,0.119,0.174,0.277,-0.377,-0.27,-0.131,-0.095,-0.068,-0.047,-0.029,0.033,0.156,0.344,0.844
344,-6.356,-3.951,-2.098,-1.773,-1.301,-0.768,-0.496,0.372,0.666,1.347,3.75,-0.415,-0.403,-0.344,-0.305,-0.223,-0.189,-0.114,0.087,0.15,0.196,0.385,-0.447,-0.359,-0.204,-0.142,-0.118,-0.065,-0.032,0.045,0.245,0.453,0.652
345,-3.476,-2.84,-2.291,-1.17,-0.779,-0.529,0.5,0.73,0.921,1.264,2.76,-0.575,-0.387,-0.329,-0.227,-0.157,-0.086,0.122,0.226,0.256,0.389,0.441,-0.676,-0.281,-0.177,-0.16,-0.095,-0.051,0.097,0.16,0.201,0.609,0.878
346,-6.127,-3.228,-2.21,-1.814,-1.38,-1.152,-0.565,0.26,0.436,0.808,1.059,-0.214,-0.181,-0.147,-0.144,-0.138,-0.086,-0.037,0.067,0.134,0.196,0.215,-0.325,-0.19,-0.125,-0.079,-0.075,-0.049,-0.009,0.065,0.222,0.366,0.635
347,-9.044,-2.055,-1.774,-1.23,-1.081,-0.906,-0.773,-0.489,0.226,0.473,0.956,-0.461,-0.19,-0.117,-0.098,-0.094,-0.092,-0.047,-0.041,0.07,0.127,0.213,-0.607,-0.21,-0.117,-0.085,-0.071,-0.051,-0.043,-0.02,0.076,0.271,0.591
348,-4.34,-3.091,-1.444,-1.285,-1.059,-0.887,-0.617,-0.425,0.304,0.748,1.183,-0.335,-0.267,-0.229,-0.105,-0.098,-0.091,-0.075,-0.037,0.062,0.105,0.14,-0.316,-0.189,-0.165,-0.108,-0.088,-0.082,-0.065,-0.029,0.08,0.184,0.467
349,-2.366,-2.141,-1.882,-1.812,-1.31,-1.115,-0.952,-0.727,0.092,0.636,1.179,-0.414,-0.374,-0.316,-0.255,-0.234,-0.208,-0.163,-0.134,0.057,0.188,0.273,-0.59,-0.447,-0.245,-0.164,-0.139,-0.13,-0.113,-0.101,0.074,0.236,0.619
350,-4.508,-1.761,-1.259,-0.948,-0.867,-0.831,-0.532,0.456,0.53,0.83,1.968,-0.295,-0.205,-0.189,-0.15,-0.122,-0.096,-0.074,0.119,0.157,0.223,0.298,-0.496,-0.274,-0.169,-0.132,-0.115,-0.096,-0.029,0.107,0.169,0.391,0.666
351,-2.204,-1.655,-1.39,-1.206,-1.014,-0.898,-0.638,0.601,0.775,1.599,1.796,-0.359,-0.205,-0.192,-0.174,-0.156,-0.139,-0.109,0.134,0.215,0.224,0.341,-0.415,-0.214,-0.162,-0.147,-0.127,-0.091,-0.066,0.084,0.274,0.357,0.54
352,-4.403,-2.187,-2.059,-1.652,-1.213,-0.733,-0.72,-0.461,0.375,0.941,1.825,-0.42,-0.301,-0.172,-0.157,-0.121,-0.107,-0.094,-0.065,0.092,0.14,0.259,-0.417,-0.21,-0.163,-0.137,-0.103,-0.087,-0.07,-0.036,0.084,0.169,0.439
353,-1.917,-1.571,-1.153,-0.916,-0.846,-0.598,-0.247,0.513,0.922,1.461,2.529,-0.201,-0.145,-0.141,-0.137,-0.13,-0.095,-0.041,0.086,0.129,0.145,0.162,-0.322,-0.223,-0.175,-0.157,-0.099,-0.082,-0.026,0.061,0.083,0.255,0.347
354,-4.702,-2.875,-1.998,-1.788,-1.027,-0.939,-0.471,0.508,0.609,0.804,1.349,-0.44,-0.178,-0.132,-0.107,-0.072,-0.057,-0.04,0.074,0.103,0.125,0.187,-0.348,-0.182,-0.102,-0.085,-0.063,-0.033,-0.015,0.092,0.125,0.203,0.275
355,-3.94,-2.673,-2.464,-2.199,-1.925,-1.336,-0.83,-0.257,0.355,0.391,1.458,-0.171,-0.148,-0.138,-0.126,-0.115,-0.083,-0.061,-0.022,0.139,0.151,0.157,-0.527,-0.165,-0.076,-0.057,-0.051,-0.041,-0.023,-0.004,0.191,0.397,0.442
356,-3.624,-1.883,-1.733,-1.337,-0.956,-0.363,0.55,0.824,1.05,2.098,4.821,-0.428,-0.392,-0.304,-0.296,-0.169,-0.11,0.091,0.339,0.354,0.394,0.418,-0.388,-0.274,-0.218,-0.172,-0.123,-0.101,0.081,0.121,0.279,0.419,0.859
357,-3.44,-2.734,-2.306,-1.966,-1.73,-0.897,-0.301,0.5,0.564,1.336,1.613,-0.329,-0.293,-0.273,-0.235,-0.183,-0.13,-0.022,0.115,0.17,0.222,0.233,-0.3,-0.173,-0.139,-0.123,-0.104,-0.088,-0.007,0.079,0.226,0.395,0.893
358,-5.27,-4.44,-3.797,-2.187,-1.375,-1.043,-0.457,0.356,0.829,1.146,1.361,-0.263,-0.224,-0.193,-0.172,-0.171,-0.135,-0.083,0.128,0.191,0.246,0.299,-0.264,-0.214,-0.153,-0.062,-0.042,-0.04,-0.009,0.126,0.237,0.393,0.632
359,-2.769,-1.629,-1.015,-0.952,-0.57,0.299,0.403,0.434,0.618,1.307,4.047,-0.177,-0.155,-0.119,-0.091,-0.079,0.045,0.072,0.121,0.137,0.151,0.201,-0.411,-0.145,-0.087,-0.072,-0.054,0.011,0.102,0.126,0.345,0.351,0.447
360,-3.169,-3.001,-2.551,-1.905,-1.623,-1.309,-0.957,0.003,0.52,0.58,0.815,-0.357,-0.253,-0.208,-0.133,-0.117,-0.11,-0.065,0.003,0.126,0.205,0.247,-0.31,-0.184,-0.114,-0.106,-0.087,-0.074,-0.026,0.035,0.17,0.346,0.532
361,-2.706,-2.331,-1.77,-1.564,-1.355,-1.154,-0.019,0.61,0.735,1.011,1.548,-0.287,-0.149,-0.116,-0.097,-0.076,-0.033,0.016,0.095,0.146,0.2,0.286,-0.246,-0.128,-0.081,-0.068,-0.048,-0.019,0.019,0.127,0.145,0.305,0.497
362,-7.544,-2.448,-2.231,-1.915,-1.263,-0.99,-0.786,-0.574,0.284,0.609,0.882,-0.393,-0.234,-0.193,-0.179,-0.159,-0.138,-0.11,-0.069,0.106,0.139,0.151,-0.296,-0.261,-0.206,-0.126,-0.082,-0.052,-0.049,-0.04,0.123,0.326,0.558
363,-19.3,-4.328,-2.027,-0.98,-0.797,-0.698,-0.282,0.309,0.614,1.251,1.434,-0.442,-0.276,-0.149,-0.117,-0.104,-0.071,-0.019,0.068,0.113,0.132,0.204,-0.228,-0.158,-0.143,-0.125,-0.061,-0.036,-0.0,0.059,0.095,0.368,0.539
364,-2.393,-1.512,-1.246,-1.141,-0.745,0.031,0.494,0.514,0.603,0.708,1.811,-0.33,-0.195,-0.133,-0.091,-0.063,0.001,0.09,0.116,0.131,0.337,0.466,-0.331,-0.179,-0.122,-0.091,-0.054,0.004,0.116,0.217,0.256,0.607,0.933
365,-2.536,-2.312,-2.062,-0.968,-0.798,-0.156,0.575,0.779,0.914,1.691,1.959,-0.35,-0.18,-0.159,-0.124,-0.064,0.013,0.107,0.151,0.154,0.176,0.328,-0.444,-0.161,-0.077,-0.067,-0.052,0.026,0.106,0.137,0.169,0.211,0.321
366,-1.855,-1.711,-1.423,-1.226,-1.024,-0.862,-0.483,0.537,0.712,0.839,2.204,-0.215,-0.164,-0.129,-0.118,-0.09,-0.071,-0.039,0.072,0.104,0.138,0.233,-0.355,-0.169,-0.128,-0.101,-0.064,-0.048,-0.03,0.061,0.092,0.22,0.656
367,-2.516,-1.995,-1.635,-1.6,-1.082,-0.944,0.393,0.631,0.793,0.952,1.685,-0.2,-0.156,-0.132,-0.118,-0.091,-0.076,0.055,0.102,0.136,0.185,0.212,-0.163,-0.134,-0.116,-0.07,-0.051,-0.037,0.033,0.119,0.168,0.289,0.568
368,-4.252,-2.87,-1.479,-0.984,-0.793,-0.699,-0.549,-0.024,0.535,0.769,0.956,-0.361,-0.145,-0.108,-0.094,-0.081,-0.059,-0.054,0.002,0.073,0.086,0.188,-0.345,-0.195,-0.112,-0.087,-0.074,-0.057,-0.049,0.03,0.106,0.145,0.222
369,-3.702,-2.731,-2.215,-1.865,-1.461,-1.214,-1.041,-0.368,0.296,0.492,1.133,-0.174,-0.159,-0.13,-0.088,-0.052,-0.038,-0.031,-0.025,0.141,0.145,0.247,-0.472,-0.213,-0.111,-0.041,-0.024,-0.022,-0.015,-0.01,0.125,0.345,0.933
370,-6.371,-2.554,-2.316,-1.885,-1.863,-1.585,-0.993,-0.468,0.534,0.678,0.749,-0.35,-0.235,-0.21,-0.194,-0.175,-0.104,-0.086,-0.07,0.182,0.202,0.331,-0.584,-0.202,-0.093,-0.081,-0.076,-0.064,-0.052,-0.027,0.257,0.384,0.465
371,-3.179,-2.808,-2.471,-2.057,-1.588,-1.209,-1.051,-0.574,0.578,0.631,0.694,-0.295,-0.191,-0.171,-0.154,-0.105,-0.089,-0.08,-0.049,0.152,0.2,0.227,-0.53,-0.159,-0.08,-0.072,-0.069,-0.053,-0.037,-0.023,0.24,0.325,0.373
372,-4.095,-3.433,-3.04,-1.909,-1.492,-1.142,-0.631,0.39,0.429,0.531,0.744,-0.224,-0.196,-0.177,-0.159,-0.128,-0.083,-0.037,0.075,0.094,0.099,0.118,-0.247,-0.178,-0.113,-0.09,-0.057,-0.032,-0.01,0.124,0.163,0.241,0.296
373,-3.614,-2.86,-2.219,-1.765,-1.655,-1.555,-1.291,-0.707,0.247,0.748,0.957,-0.459,-0.392,-0.327,-0.22,-0.189,-0.146,-0.118,-0.069,0.063,0.147,0.19,-0.589,-0.282,-0.205,-0.132,-0.123,-0.104,-0.057,-0.042,0.09,0.186,0.477
374,-4.594,-1.767,-1.674,-1.36,-0.55,-0.4,0.568,0.737,0.913,1.137,1.428,-0.342,-0.175,-0.127,-0.054,-0.037,-0.012,0.047,0.075,0.094,0.127,0.129,-0.204,-0.153,-0.105,-0.076,-0.022,-0.01,0.057,0.081,0.108,0.113,0.209
375,-2.482,-2.291,-1.638,-1.344,-0.788,-0.701,0.014,0.578,0.767,0.927,1.56,-0.402,-0.311,-0.144,-0.109,-0.076,-0.048,0.02,0.117,0.13,0.141,0.204,-0.657,-0.295,-0.207,-0.063,-0.038,-0.026,0.029,0.123,0.168,0.187,0.473
376,-1.847,-1.832,-1.527,-1.326,-1.196,-0.726,-0.476,0.505,0.617,0.922,3.356,-0.252,-0.19,-0.136,-0.1,-0.06,-0.058,-0.041,0.051,0.084,0.166,0.291,-0.36,-0.136,-0.104,-0.073,-0.061,-0.045,-0.039,0.035,0.102,0.215,0.577
377,-5.783,-3.556,-2.649,-1.909,-1.267,-0.842,-0.529,0.348,0.554,0.804,1.018,-0.343,-0.308,-0.224,-0.178,-0.133,-0.08,-0.055,0.077,0.107,0.186,0.384,-0.609,-0.133,-0.118,-0.102,-0.084,-0.066,-0.027,0.103,0.18,0.406,0.576
378,-2.831,-2.128,-1.829,-1.73,-1.525,-1.272,-0.785,0.024,0.412,0.735,1.366,-0.231,-0.163,-0.15,-0.12,-0.094,-0.063,-0.04,0.015,0.13,0.152,0.241,-0.352,-0.132,-0.114,-0.088,-0.078,-0.033,-0.016,0.015,0.185,0.376,0.546
379,-4.148,-3.508,-2.089,-1.854,-1.019,-0.799,0.41,0.539,0.796,0.811,1.527,-0.275,-0.22,-0.159,-0.139,-0.1,-0.074,0.052,0.085,0.105,0.14,0.333,-0.285,-0.111,-0.077,-0.065,-0.06,-0.045,0.059,0.099,0.172,0.339,0.504
380,-3.845,-1.863,-1.659,-1.352,-1.028,-0.983,0.147,0.594,0.721,1.957,2.004,-0.208,-0.169,-0.136,-0.119,-0.098,-0.076,0.029,0.082,0.125,0.156,0.3,-0.239,-0.121,-0.097,-0.08,-0.074,-0.041,0.015,0.044,0.18,0.233,0.85
381,-2.864,-2.384,-1.776,-1.279,-1.032,-0.863,0.03,0.55,0.772,1.823,2.085,-0.301,-0.203,-0.155,-0.139,-0.117,-0.067,-0.004,0.065,0.12,0.154,0.302,-0.187,-0.156,-0.117,-0.077,-0.073,-0.054,-0.01,0.037,0.159,0.224,0.793
382,-2.851,-1.63,-1.137,-0.93,-0.738,-0.63,-0.081,0.327,0.564,1.324,6.135,-0.352,-0.205,-0.083,-0.046,-0.043,-0.041,0.007,0.043,0.057,0.087,0.352,-0.165,-0.135,-0.095,-0.057,-0.054,-0.04,0.009,0.065,0.098,0.116,0.182
383,-2.34,-1.91,-1.541,-1.393,-1.108,-0.906,0.122,0.454,0.695,1.395,4.373,-0.321,-0.196,-0.149,-0.122,-0.101,-0.074,0.04,0.099,0.136,0.167,0.452,-0.438,-0.206,-0.118,-0.075,-0.057,-0.045,0.027,0.095,0.168,0.304,0.466
384,-3.268,-3.006,-1.947,-1.61,-1.051,-0.717,-0.337,0.382,0.664,0.765,2.145,-0.336,-0.118,-0.076,-0.068,-0.058,-0.035,-0.005,0.104,0.147,0.171,0.208,-0.369,-0.145,-0.063,-0.055,-0.022,-0.017,0.009,0.09,0.165,0.332,0.79
385,-3.01,-2.448,-1.791,-1.422,-1.113,-0.945,-0.456,0.552,0.572,0.626,1.219,-0.215,-0.129,-0.113,-0.079,-0.064,-0.05,-0.04,0.086,0.136,0.169,0.273,-0.356,-0.143,-0.082,-0.053,-0.044,-0.028,-0.014,0.137,0.228,0.252,1.108
386,-3.315,-1.705,-1.59,-1.382,-1.081,-0.872,-0.491,-0.023,0.567,0.951,1.851,-0.242,-0.179,-0.144,-0.113,-0.103,-0.083,-0.052,0.003,0.068,0.126,0.295,-0.573,-0.228,-0.139,-0.123,-0.092,-0.055,-0.039,0.008,0.057,0.225,0.501
387,-3.588,-2.325,-1.681,-1.417,-0.774,-0.617,-0.504,-0.173,0.531,0.857,1.224,-0.303,-0.192,-0.127,-0.113,-0.079,-0.068,-0.06,-0.008,0.093,0.124,0.169,-0.411,-0.173,-0.144,-0.106,-0.078,-0.066,-0.05,0.018,0.109,0.182,0.321
388,-3.154,-2.601,-2.055,-1.601,-0.987,0.066,0.455,0.72,0.902,1.182,1.224,-0.347,-0.278,-0.209,-0.161,-0.131,0.01,0.143,0.182,0.23,0.249,0.265,-0.674,-0.166,-0.109,-0.096,-0.069,0.05,0.188,0.191,0.2,0.348,0.582
389,-2.623,-1.674,-1.352,-1.229,-0.976,0.345,0.516,0.708,1.058,1.362,1.367,-0.434,-0.281,-0.109,-0.088,-0.083,0.044,0.062,0.077,0.089,0.107,0.383,-0.263,-0.169,-0.118,-0.083,-0.061,0.057,0.061,0.082,0.128,0.172,0.306
390,-4.645,-2.524,-1.629,-1.445,-1.235,-1.038,-0.543,0.499,0.624,0.74,2.329,-0.35,-0.259,-0.212,-0.127,-0.109,-0.086,-0.053,0.084,0.11,0.194,0.298,-0.472,-0.252,-0.102,-0.087,-0.072,-0.056,-0.026,0.043,0.236,0.297,0.399
391,-4.135,-2.874,-1.508,-1.311,-0.995,-0.579,0.158,0.506,0.725,1.61,3.37,-0.272,-0.17,-0.125,-0.1,-0.081,-0.052,0.023,0.062,0.115,0.17,0.397,-0.501,-0.216,-0.108,-0.07,-0.048,-0.03,0.016,0.092,0.118,0.24,0.275
392,-3.499,-1.996,-1.498,-1.12,-0.965,-0.655,-0.429,0.376,0.756,0.861,2.33,-0.356,-0.116,-0.09,-0.08,-0.06,-0.05,-0.036,0.052,0.092,0.128,0.386,-0.911,-0.164,-0.117,-0.09,-0.046,-0.031,-0.015,0.066,0.1,0.17,0.259
393,-4.051,-2.097,-1.87,-1.49,-1.285,-0.997,-0.896,-0.5,0.571,0.704,2.719,-0.312,-0.294,-0.228,-0.164,-0.137,-0.121,-0.063,-0.04,0.125,0.209,0.478,-0.567,-0.349,-0.177,-0.12,-0.093,-0.047,-0.042,-0.025,0.155,0.233,0.404
394,-3.272,-2.201,-1.942,-1.672,-1.5,-1.315,-0.889,-0.565,0.372,0.56,1.188,-0.331,-0.245,-0.161,-0.106,-0.102,-0.085,-0.068,-0.03,0.074,0.136,0.279,-0.294,-0.213,-0.122,-0.089,-0.066,-0.053,-0.041,-0.014,0.101,0.339,0.472
395,-5.113,-3.713,-2.612,-2.176,-1.158,-0.989,-0.677,-0.039,0.457,0.643,1.302,-0.274,-0.156,-0.136,-0.121,-0.095,-0.07,-0.047,0.004,0.078,0.101,0.15,-0.433,-0.113,-0.096,-0.072,-0.046,-0.034,-0.021,0.01,0.115,0.213,0.329
396,-1.915,-1.606,-1.451,-1.266,-0.742,-0.466,0.576,0.617,0.762,1.073,1.459,-0.367,-0.195,-0.134,-0.101,-0.079,-0.074,0.051,0.081,0.09,0.187,0.347,-0.454,-0.246,-0.186,-0.099,-0.053,-0.049,0.042,0.116,0.141,0.178,0.327
397,-1.565,-1.475,-1.39,-1.094,-0.591,0.381,0.488,0.835,0.924,1.129,1.918,-0.307,-0.231,-0.146,-0.138,-0.056,0.11,0.17,0.218,0.261,0.295,0.304,-0.596,-0.163,-0.147,-0.101,-0.036,0.101,0.199,0.274,0.326,0.378,0.73
398,-3.335,-2.375,-1.584,-1.417,-1.278,-1.049,-0.421,0.423,0.56,1.012,1.722,-0.429,-0.163,-0.118,-0.103,-0.086,-0.068,-0.04,0.076,0.11,0.165,0.174,-0.575,-0.129,-0.086,-0.072,-0.065,-0.038,-0.013,0.046,0.163,0.222,0.478
399,-3.195,-2.004,-0.997,-0.465,-0.418,0.254,0.422,0.555,0.661,1.533,1.987,-0.4,-0.054,-0.047,-0.042,-0.02,0.023,0.05,0.057,0.082,0.121,0.134,-0.182,-0.115,-0.102,-0.042,-0.011,0.027,0.062,0.091,0.156,0.222,0.249
400,-5.403,-4.245,-3.476,-1.861,-0.948,-0.818,-0.3,0.312,0.449,0.65,0.683,-0.27,-0.232,-0.22,-0.181,-0.106,-0.1,-0.082,0.084,0.108,0.146,0.237,-0.352,-0.132,-0.11,-0.092,-0.078,-0.055,-0.036,0.152,0.164,0.381,0.544
401,-4.251,-2.869,-1.591,-1.186,-0.96,-0.811,0.229,0.484,1.11,1.522,1.98,-0.252,-0.201,-0.155,-0.128,-0.116,-0.08,0.029,0.127,0.149,0.184,0.25,-0.598,-0.175,-0.12,-0.085,-0.069,-0.029,0.017,0.082,0.141,0.349,0.596
402,-4.57,-3.23,-2.035,-1.199,-1.076,-0.918,-0.453,0.529,0.617,0.796,2.465,-0.443,-0.203,-0.149,-0.123,-0.09,-0.063,-0.017,0.108,0.136,0.185,0.294,-0.45,-0.185,-0.112,-0.07,-0.053,-0.027,0.004,0.083,0.195,0.311,0.538
403,-14.311,-2.727,-2.305,-1.581,-0.98,-0.849,-0.318,0.373,0.614,0.745,2.341,-0.339,-0.203,-0.153,-0.124,-0.106,-0.092,0.001,0.088,0.122,0.187,0.286,-0.23,-0.165,-0.115,-0.067,-0.043,-0.032,0.035,0.136,0.252,0.317,0.323
404,-2.988,-2.373,-2.112,-1.743,-1.596,-1.49,-0.787,-0.382,0.678,0.703,0.785,-0.275,-0.181,-0.162,-0.107,-0.092,-0.083,-0.054,-0.017,0.138,0.183,0.241,-0.478,-0.14,-0.084,-0.068,-0.062,-0.047,-0.032,0.006,0.192,0.298,0.525
405,-3.736,-2.353,-2.078,-1.675,-1.605,-1.267,-0.727,-0.366,0.633,0.733,0.815,-0.311,-0.201,-0.163,-0.101,-0.083,-0.079,-0.051,-0.015,0.149,0.18,0.243,-0.565,-0.118,-0.075,-0.069,-0.059,-0.048,-0.039,0.003,0.192,0.295,0.554
406,-2.055,-1.94,-1.855,-1.783,-1.316,-0.755,0.526,0.739,0.922,1.088,1.519,-0.364,-0.225,-0.175,-0.139,-0.134,-0.059,0.086,0.114,0.188,0.204,0.38,-0.593,-0.204,-0.112,-0.106,-0.071,-0.033,0.057,0.124,0.18,0.347,0.389
407,-2.461,-1.962,-1.674,-1.483,-1.346,-0.901,0.344,0.38,0.782,0.844,0.855,-0.369,-0.216,-0.187,-0.148,-0.088,-0.083,0.111,0.15,0.17,0.21,0.215,-0.274,-0.19,-0.142,-0.084,-0.054,-0.048,0.131,0.185,0.199,0.562,0.612
408,-2.956,-1.639,-1.478,-1.304,-1.122,-0.998,-0.281,0.464,0.527,0.801,1.517,-0.397,-0.223,-0.111,-0.104,-0.075,-0.057,-0.032,0.077,0.133,0.158,0.287,-0.795,-0.134,-0.099,-0.076,-0.066,-0.049,-0.017,0.054,0.244,0.322,0.365
409,-3.676,-1.939,-1.584,-1.5,-1.362,-1.256,-0.376,0.532,0.626,0.756,1.434,-0.328,-0.229,-0.207,-0.14,-0.135,-0.106,-0.071,0.09,0.172,0.19,0.218,-1.172,-0.205,-0.145,-0.098,-0.093,-0.047,-0.034,0.073,0.229,0.306,0.382
410,-4.524,-3.216,-2.056,-1.548,-1.428,-1.245,-0.981,-0.343,0.378,0.754,1.238,-0.32,-0.123,-0.091,-0.067,-0.06,-0.052,-0.024,-0.016,0.033,0.063,0.119,-0.178,-0.103,-0.071,-0.052,-0.037,-0.026,-0.012,-0.006,0.062,0.096,0.262
411,-2.596,-2.255,-2.059,-1.674,-1.245,-1.052,-0.422,0.515,0.687,0.938,1.171,-0.417,-0.202,-0.154,-0.129,-0.098,-0.07,-0.024,0.107,0.135,0.161,0.211,-0.31,-0.198,-0.152,-0.074,-0.041,-0.032,-0.008,0.107,0.156,0.276,0.529
412,-6.237,-2.468,-2.056,-1.819,-1.032,-0.799,-0.558,-0.341,0.389,0.409,1.119,-0.134,-0.101,-0.082,-0.072,-0.052,-0.051,-0.049,-0.033,0.044,0.058,0.109,-0.209,-0.107,-0.076,-0.062,-0.044,-0.025,-0.021,-0.013,0.103,0.113,0.201
